title,author,first_publish_year,rating,author_encoded
Divided in death,Nora Roberts,2004,5.0,89
Shelter Mountain,Robyn Carr,2007,5.0,5
Paddington Bear (Paddington),Michael Bond,1972,5.0,7
Mr. Bump,Roger Hargreaves,1971,5.0,3
The Little Engine That Could,Watty Piper,1976,5.0,1
Star Wars Episode VI - The Return of the Jedi,James Kahn,1983,5.0,1
Rose,Martin Cruz Smith,1996,4.0,6
Fortune's Favourites,Colleen McCullough,1993,4.0,6
The Magic in the Weaving,Tamora Pierce,1997,4.0,9
Derailed,James Siegel,2002,4.0,1
Lo strano caso dei Giochi Olimpici,Elisabetta Dami,2004,5.0,33
Moonlight Becomes You,Mary Higgins Clark,1996,4.0,20
Scarlett,Alexandra Ripley,1991,5.0,1
"Kepler, a novel",John Banville,1981,4.0,1
Bad Dirt,Annie Proulx,2004,5.0,6
Curious George,H. A. Rey,1941,5.0,1
Murphy,Samuel Beckett,1947,5.0,3
Extremely Loud and Incredibly Close,Jonathan Safran Foer,2005,4.0,2
Black Wind,Clive Cussler,2004,5.0,35
Petals of blood,Ngũgĩ wa Thiongʼo,1977,4.0,4
Family Happiness,Laurie Colwin,1982,4.0,1
An English murder,Cyril Hare,1951,4.0,2
"The Mummy, the Will, and the Crypt",John Bellairs,1983,4.0,4
Angus and the Cat,Marjorie Flack,1900,5.0,3
The devil’s novice,Edith Pargeter,1983,5.0,14
"The Hand of Oberon (The Chronicles of Amber, Book 4)",Roger Zelazny,1976,4.0,10
Crescendo,Becca Fitzpatrick,2009,5.0,1
Words of Radiance,Brandon Sanderson,2012,4.0,13
An accidental man,Iris Murdoch,1971,5.0,9
Niezwyciężony,Stanisław Lem,1967,5.0,4
The Girl Before,J. P. Delaney,2000,4.0,1
Songmaster,Orson Scott Card,1980,5.0,16
Snowfall at Willow Lake,Susan Childress,2008,4.0,2
Firefight,Brandon Sanderson,2001,5.0,13
Maigret aux assises,Georges Simenon,1960,4.0,45
Maigret et l'homme du banc,Georges Simenon,1953,5.0,45
Les Vacances de Maigret,Georges Simenon,1948,4.0,45
The Long Secret,Louise Fitzhugh,1965,5.0,2
Shadow of a dark queen,Raymond E. Feist,1994,4.0,8
"God bless you, Mr. Rosewater",Kurt Vonnegut,1965,4.0,11
Shiloh,Phyllis Reynolds Naylor,1991,5.0,1
Novecento,Alessandro Baricco,1994,5.0,5
Shabanu Daughter of the Wind,Suzanne Fisher Staples,1989,5.0,1
How do dinosaurs eat their food?,Jane Yolen,2005,5.0,4
Il tempio del rubino di fuoco,Elisabetta Dami,2004,5.0,33
High Rhulain (Redwall #18),Brian Jacques,2005,5.0,15
Survivor in Death,Nora Roberts,2005,5.0,89
The tale of Pigling Bland,Beatrix Potter,1913,4.0,21
The Gabriel Hounds,Mary Stewart,1967,4.0,16
Beren and Lúthien,J.R.R. Tolkien,2017,5.0,14
Book of a Thousand Days,Shannon Hale,2007,4.0,5
Year of Wonders,Geraldine Brooks,2001,5.0,3
Der Butt,Günter Grass,1977,4.0,3
瘋癲老人日記 (Fūten rōjin nikki),谷崎潤一郎,1962,4.0,4
Mirror Image,Sandra Brown,1990,5.0,43
Ultramarine,Malcolm Lowry,1933,5.0,2
Pervai͡a︡ li͡u︡bovʹ,Ivan Sergeevich Turgenev,1904,4.0,10
Polar Shift,Clive Cussler,2005,5.0,35
Cinnamon Kiss,Walter Mosley,2001,5.0,9
War of the Twins,Margaret Weis,1986,4.0,8
Chill factor,Sandra Brown,2003,5.0,43
Raising Steam,Terry Pratchett,2013,5.0,54
The Silver Branch,Rosemary Sutcliff,1957,4.0,4
Skeleton Coast,Clive Cussler,2006,5.0,35
The Silver Hand,Stephen R. Lawhead,1992,4.0,4
Small steps,Louis Sachar,2006,5.0,6
Delusion in Death,Nora Roberts,2012,4.0,89
Brian's Winter,Gary Paulsen,1996,4.0,4
Sharpe's Havoc,Bernard Cornwell,2003,5.0,27
Come to Grief,Dick Francis,1995,4.0,24
The Grim Grotto,Lemony Snicket,2004,5.0,14
Batman,Alan Moore,1988,5.0,4
CASTLE DOR,Arthur Quiller-Couch,1940,4.0,2
Tipping the Velvet,Sarah Waters,1999,5.0,3
Time Cat,Lloyd Alexander,1963,5.0,5
There's a Wocket in my Pocket!,Dr. Seuss,1974,4.0,16
Imogene's Antlers,David Small,1985,4.0,1
Thidwick the Big-Hearted Moose,Dr. Seuss,1948,4.0,16
Soumission,Michel Houellebecq,2015,4.0,6
Sundiver,David Brin,1980,5.0,3
Stolen,Kelley Armstrong,2002,5.0,2
Tomorrow's Promise,Sandra Brown,1983,5.0,43
The deeds of the disturber,Elizabeth Peters,1988,4.0,3
Murder Most Royal,Victoria Holt,1949,5.0,23
Black Swan Green,David Mitchell,2006,5.0,3
Die Nacht von Lissabon,Erich Maria Remarque,1962,5.0,11
Confessions of a murder suspect,James Patterson,2012,5.0,101
Noddy and His Car,Enid Blyton,1951,4.0,38
Forrest Gump,Winston Groom,1986,5.0,1
Portrait in death,Nora Roberts,2003,5.0,89
La Orden Del Temple/ the Last Templar,Raymond Khoury,2005,4.0,1
The portion of labor,Mary Eleanor Wilkins Freeman,1901,4.0,6
La possibilité d'une île,Michel Houellebecq,2005,4.0,6
"To Sir Phillip, With Love",Julia Quinn,2003,5.0,4
Havana Storm,Clive Cussler,2014,4.0,35
Imitation in Death,Nora Roberts,2003,5.0,89
Time out of joint,Philip K. Dick,1959,5.0,18
InterWorld,Neil Gaiman,2007,5.0,15
Dream Angus,Alexander McCall Smith,2006,4.0,13
David Blaize,E. F. Benson,1916,5.0,3
Arkham Asylum,Grant Morrison,1920,5.0,1
Todas las almas,Javier Marías,1989,5.0,3
Nervous Conditions,Tsitsi Dangarembga,1988,4.0,1
Tarabas,Joseph Roth,1934,4.0,5
Fa Maru a Pula a Kokoana Setswana,Bessie Head,1968,5.0,1
The turquoise lament,John D. MacDonald,1973,5.0,2
A Dog's Purpose,W. Bruce Cameron,2010,5.0,2
Children of the Mind,Orson Scott Card,1996,5.0,16
The Taggerung,Brian Jacques,2001,4.0,15
The Day the Crayons Quit,Drew Daywalt,2013,5.0,1
The Relatives Came,Cynthia Rylant,1985,5.0,4
The Great Alone,Kristin Hannah,2018,5.0,7
Murder in LaMut,Raymond E. Feist,1975,4.0,8
Madeline's Christmas,Ludwig Bemelmans,1956,5.0,5
Wayside School Gets a Little Stranger (Wayside School #3),Louis Sachar,1995,5.0,6
Wemberly Worried,Kevin Henkes,2000,4.0,7
The Summer I Turned Pretty,Jenny Han,2000,5.0,2
Crazy Rich Asians,Kevin Kwan,2013,4.0,1
Gregor and the Code of Claw,Suzanne Collins,2007,5.0,9
Encyclopedia Brown Solves Them All (Encyclopedia Brown),Donald J. Sobol,1968,5.0,3
London Particular,Christianna Brand,1952,5.0,2
Tigers at Twilight,Mary Pope Osborne,1999,4.0,28
A Tree Is Nice,Janice May Udry,1956,5.0,1
The Death Cure,James Dashner,2011,5.0,2
The Whistler,John Grisham,2016,4.0,31
Nevermore,James Patterson,2012,5.0,101
The Racketeer,John Grisham,2012,4.0,31
Life Expectancy,Dean Koontz,2004,5.0,48
Maigret et la jeune morte,Georges Simenon,1954,5.0,45
The Ghost Pirates,William Hope Hodgson,1909,4.0,2
Family (Firstborn),Karen Kingsbury,2006,5.0,6
The night swimmers,Betsy Cromer Byars,1980,5.0,5
M Is for Magic,Neil Gaiman,2001,5.0,15
Seven Days in May,Fletcher Knebel,1962,4.0,1
The Pride and the Anguish,Douglas Reeman,1968,5.0,4
A Virgin River Christmas,Robyn Carr,2008,5.0,5
Walter the baker,Eric Carle,1972,5.0,16
Black Amber,Phyllis A. Whitney,1964,4.0,13
The Prodigal Judge,Vaughan Kester,1911,4.0,1
Would You Rather?,John Burningham,1978,5.0,3
Tower of Dawn,Sarah J. Maas,2017,5.0,11
The Witches of Karres,James H. Schmitz,1966,5.0,1
The courts of chaos,Roger Zelazny,1978,4.0,10
Trumps of doom,Roger Zelazny,1985,4.0,10
Color of Murder,Julian Symons,1957,4.0,1
Usagi Yojimbo,Stan Sakai,1987,4.0,1
Remote Control,Andy McNab,1997,4.0,3
The Portygee,Joseph Crosby Lincoln,1920,5.0,2
The stone gods,Jeanette Winterson,2007,5.0,7
The human comedy,William Saroyan,1943,5.0,1
The Blue Hammer,Ross Macdonald,1976,5.0,3
A partisan's daughter,Louis de Bernières,1998,4.0,4
Paddington at Large (Paddington Bear),Michael Bond,1962,4.0,7
Nightmare Hour - Time for Terror,Robert Lawrence Stine,1999,5.0,33
Cuba Libre,Elmore Leonard,1998,4.0,19
Happy Day,Ruth Krauss,1949,4.0,4
Long road to mercy,David Baldacci,2018,4.0,36
Stephanie's Ponytail (Classic Munsch),Robert N Munsch,1996,5.0,4
Ho theios Petros kai hē eikasia tou gkolntmpach,Apostolos K. Doxiadēs,1992,4.0,1
"Days of Magic, Nights of War",Clive Barker,2002,5.0,3
Clans of the Alphane Moon,Philip K. Dick,1964,4.0,18
Dragon's Blood,Jane Yolen,1982,5.0,4
The Private School Murders,James Patterson,2013,4.0,101
Private #1 Suspect,James Patterson,2011,4.0,101
The Figure in the Shadows,John Bellairs,1975,5.0,4
A Little Yellow Dog (Easy Rowlins Mysteries),Walter Mosley,1996,5.0,9
The Final Detail,Harlan Coben,1999,4.0,16
Senza Sangue,Alessandro Baricco,2002,5.0,5
Fantasy in death,Nora Roberts,2010,5.0,89
A writer's notebook,William Somerset Maugham,1949,4.0,13
Rainwater,Sandra Brown,2009,5.0,43
Briefing for a Descent into Hell,Doris Lessing,1971,4.0,8
The Circle of Reason,Amitav Ghosh,1986,4.0,4
Planet of Exile,Ursula K. Le Guin,1966,4.0,15
Come Sundown,Nora Roberts,1998,5.0,89
Basket case,Carl Hiaasen,1993,4.0,10
Felidae,Akif Pirinçci,1989,4.0,1
The Sacred Art of Stealing,Christopher Brookmyre,2002,4.0,1
Amari and the Night Brothers,B. B. Alston,2021,5.0,1
Horrid Henry,Francesca Simon,1994,5.0,1
Ruby the Red Fairy,Daisy Meadows,2003,4.0,1
Matthew's Dream,Leo Lionni,1991,4.0,8
The third eye,T. Lobsang Rampa,1956,4.0,1
Armageddon's Children (Genesis of Shannara),Terry Brooks,2006,4.0,14
Not wanted on the voyage,Timothy Findley,1984,4.0,3
Possum magic,Mem Fox,1983,4.0,3
La sombra del águila,Arturo Pérez-Reverte,1993,5.0,14
Riddley Walker,Russell Hoban,1980,5.0,8
And to think that I saw it on Mulberry Street,Dr. Seuss,1937,5.0,16
Alvin Journeyman,Orson Scott Card,1995,4.0,16
Emperor Mage (Immortals #3),Tamora Pierce,1994,5.0,9
Blindsight,Robin Cook,1991,5.0,1
The City and the Stars,Arthur C. Clarke,1956,5.0,12
Lincoln in the Bardo,George Saunders,2017,4.0,1
Kalki,Gore Vidal,1978,5.0,5
Always Coming Home,Ursula K. Le Guin,1985,5.0,15
Arthur,Stephen R. Lawhead,1989,5.0,4
Sharing a Shell,Julia Donaldson,2004,5.0,14
The League of Frightened Men,Rex Stout,1935,4.0,4
The guns of Navarone,Alistair MacLean,1957,5.0,7
Oliver Button is a Sissy,Tomie dePaola,1979,5.0,3
Rainbow Fish to the Rescue,Marcus Pfister,1992,5.0,2
The brutal telling,Louise Penny,2009,5.0,1
"Hamlet, revenge!",Michael Innes,1937,4.0,7
La Carte et le Territoire,Michel Houellebecq,2010,4.0,6
The Border Legion,Zane Grey,1916,5.0,8
The case of the substitute face,Erle Stanley Gardner,1938,4.0,9
Live by Night,Dennis Lehane,2012,4.0,13
It's Halloween You 'Fraidy Mouse!,Elisabetta Dami,1995,5.0,33
"Reunion in Death (In Death, 14)",Nora Roberts,2002,5.0,89
Die Wolke,Gudrun Pausewang,1987,5.0,1
Кроткая,Фёдор Михайлович Достоевский,1914,4.0,15
The Kalahari Typing School for Men,Alexander McCall Smith,2002,4.0,13
The hot rock,Donald E. Westlake,1970,4.0,4
めくらやなぎと眠る女,村上春樹,2006,4.0,13
Visions in Death,Nora Roberts,2004,5.0,89
The Paid Companion,Jayne Ann Krentz,2004,4.0,3
Dead and Gone,Charlaine Harris,2009,5.0,15
De aanslag,Harry Mulisch,1982,4.0,1
Prentice Alvin,Orson Scott Card,1989,4.0,16
Private Berlin,James Patterson,2013,4.0,101
Rascal,Sterling North,1963,5.0,1
Nature Girl,Carl Hiaasen,2006,5.0,10
Running With the Demon,Terry Brooks,1997,5.0,14
Freedom's landing,Anne McCaffrey,1995,5.0,25
El caballero del jubón amarillo,Arturo Pérez-Reverte,2003,5.0,14
Franklin's blanket,Paulette Bourgeois,1995,5.0,14
Mister Happy,Roger Hargreaves,1971,5.0,3
Jumanji,Chris Van Allsburg,1981,4.0,2
Birthright,Nora Roberts,2003,4.0,89
The second time around,Mary Higgins Clark,2003,5.0,20
"Watch Your Whiskers, Stilton!",Elisabetta Dami,2000,5.0,33
The Rosie effect,Graeme Simsion,2014,4.0,2
Sanctus,Simon Toyne,2011,4.0,1
The secret of Shambhala,James Redfield,1999,5.0,3
Star Wars Episode V - The Empire Strikes Back,Donald F. Glut,1980,5.0,1
Metro girl,Janet Evanovich,2004,5.0,10
Resolution,Denise Mina,2001,5.0,3
Purity in Death,Nora Roberts,2002,5.0,89
Wolf Brother,Michelle Paver,2004,4.0,1
The Magicians' Guild,Trudi Canavan,2001,5.0,1
The Legend of Luke,Brian Jacques,1999,5.0,15
Wolf-Speaker (The Immortals #2),Tamora Pierce,1994,5.0,9
"No, David!",David Shannon,1998,5.0,3
Body Double,Tess Gerritsen,2004,5.0,3
Sacred Sins,Nora Roberts,1987,5.0,89
Gentlemen prefer blondes,Anita Loos,1925,5.0,1
Enchanters' End Game (The Belgariad),David Eddings,1984,4.0,2
The Christmas Miracle of Jonathan Toomey,Susan Wojciechowski,1995,5.0,1
Yesterday's Son,A. C. Crispin,1983,5.0,1
The promise,Pearl S. Buck,1943,5.0,14
Utvandrarna,Vilhelm Moberg,1949,5.0,1
The Eighth Day,Thornton Wilder,1967,5.0,4
The Cave of Time,Edward Packard,1979,5.0,1
"Red, White & Royal Blue",Casey McQuiston,2019,4.06,1
Stink and the incredible super-galactic jawbreaker,Megan McDonald,2006,5.0,12
The ghost road,Pat Barker,1995,5.0,1
Star Trek,Gene Roddenberry,1978,4.0,1
スプートニクの恋人,村上春樹,1999,5.0,13
Happinessᵀᴹ,Will Ferguson,2001,4.0,1
The Stainless Steel Rat's Revenge,Harry Harrison,1970,4.0,9
Battle royale,Kōshun Takami,1999,4.0,1
Conan,Robert E. Howard,1967,5.0,2
Maigret et le corps sans tête,Georges Simenon,1955,4.0,45
Maigret et l'affaire Nahour,Georges Simenon,1967,4.0,45
Maigret et son mort,Georges Simenon,1948,4.0,45
Maigret s'amuse,Georges Simenon,1957,4.0,45
Seveneves,Neal Stephenson,2015,5.0,8
Marlfox (Redwall #11),Brian Jacques,1998,4.0,15
L'ombre chinoise,Georges Simenon,1932,4.0,45
Artemis Fowl and the Atlantis Complex,Eoin Colfer,2010,4.0,13
Shadows of yesterday,Sandra Brown,1983,5.0,43
The Hundred Days (Aubrey-Maturin (Audio)),Patrick O'Brian,1998,5.0,21
Stick,Elmore Leonard,1983,4.0,19
Agincourt,Bernard Cornwell,2001,4.0,27
Obscure destinies,Willa Cather,1932,4.0,9
Fame,Karen Kingsbury,2004,5.0,6
Das kunstseidene Mädchen,Irmgard Keun,1932,4.0,2
Danslärarens återkomst,Henning Mankell,2001,5.0,16
The Mighty Quinns,Kate Hoffmann,2001,5.0,1
Grave secret,Charlaine Harris,2009,4.0,15
Slapstick,Kurt Vonnegut,1976,4.0,11
A baby sister for Frances,Russell Hoban,1964,5.0,8
Send No More Roses,Eric Ambler,1977,4.0,10
The Shrinking of Treehorn,Florence Parry Heide,1971,4.0,1
Skin Tight,Carl Hiaasen,1989,4.0,10
"Great Tales and Poems of Edgar Allan Poe [21 stories, 34 poems]",Edgar Allan Poe,1940,4.0,14
I Funny,James Patterson,1900,5.0,101
Tithe,Holly Black,2002,5.0,1
The Informers,Bret Easton Ellis,1994,5.0,5
Hunter's Green,Phyllis A. Whitney,1968,5.0,13
Terroristerna,Maj Sjöwall,1975,4.0,10
Settling accounts,Harry Turtledove,2004,4.0,2
I'll Be Seeing You,Mary Higgins Clark,1993,5.0,20
The storied life of A. J. Fikry,Gabrielle Zevin,2014,4.0,1
Hit Man (John Keller Mysteries (Audio)),Lawrence Block,1998,4.0,13
True grit,Charles Portis,1968,4.0,2
A Pale View of Hills,Kazuo Ishiguro,1982,4.0,8
Bittersweet Rain,Sandra Brown,1984,4.0,43
Brave Irene,William Steig,1986,5.0,9
Anastasia Again,Lois Lowry,1981,5.0,7
Pearl-Maiden,H. Rider Haggard,1901,4.0,14
Tales of Ten Worlds,Arthur C. Clarke,1962,4.0,12
Billard um halb zehn,Heinrich Böll,1959,4.0,2
Midnight Cowboy,James Leo Herlihy,1965,5.0,1
Miguel Street,V. S. Naipaul,1959,4.0,3
The croquet player,H. G. Wells,1936,5.0,24
Simplicissimus,Hans Jakob Christoffel von Grimmelshausen,1908,5.0,1
Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,1987,4.28,1
Breathless,Dean Koontz,2009,4.0,48
Zia,Scott O'Dell,1976,5.0,4
The 9th judgment,James Patterson,2010,4.0,101
The Duke and I,Julia Quinn,2000,5.0,4
Welcome to the Monkey House,Kurt Vonnegut,1950,4.0,11
Hunting for Hidden Gold,Franklin W. Dixon,1920,5.0,10
The Time of the Ghost,Diana Wynne Jones,1981,5.0,10
Blue Willow,Doris Gates,1940,5.0,1
Den vedervärdige mannen fraan Säffle,Maj Sjöwall,1971,4.0,10
"""F"" is for fugitive",Sue Grafton,1989,5.0,7
The secret of the caves,Franklin W. Dixon,1929,4.0,10
The Complete Tales of Beatrix Potter,Beatrix Potter,1984,5.0,21
The Druid of Shannara,Terry Brooks,1991,5.0,14
Badger's Parting Gifts,Susan Varley,1984,5.0,1
The Ice Dragon,George R. R. Martin,2006,4.0,10
13 little blue envelopes,Maureen Johnson,2005,5.0,1
Max,James Patterson,2009,5.0,101
Demon Dentist,David Walliams,2013,5.0,3
Between Shades of Gray,Ruta Sepetys,1999,4.37,1
The Last Guardian,Eoin Colfer,2012,5.0,13
Day Jimmy's Boa Ate the Wash,Trinka Hakes Noble,1980,5.0,1
The Giving Tree,Shel Silverstein,1964,4.38,1
"Good morning, gorillas",Mary Pope Osborne,1991,5.0,28
Who Could That Be at this Hour?,Lemony Snicket,2012,4.0,14
Ms. Hannah is bananas!,Dan Gutman,2004,4.0,4
Crown of Midnight,Sarah J. Maas,2013,5.0,11
The Maze Runner,James Dashner,2009,5.0,2
Dingoes at Dinnertime,Mary Pope Osborne,2000,5.0,28
The Dark Prophecy,Rick Riordan,2017,5.0,18
The Enchantress Returns,Chris Colfer,2013,5.0,3
Martin the Warrior (Redwall #6),Brian Jacques,1993,5.0,15
Where the Mountain Meets the Moon,Grace Lin,2009,5.0,1
A bad case of stripes,David Shannon,1998,5.0,3
Such a long journey,Rohinton Mistry,1991,4.0,2
Viento fuerte,Miguel Ángel Asturias,1950,5.0,3
The cat who blew the whistle,Lilian Jackson Braun,1994,5.0,2
Golden Son,Pierce Brown,2001,4.0,2
色彩を持たない多崎つくると、彼の巡礼の年,村上春樹,2013,4.0,13
"Will Grayson, Will Grayson",John Green,2009,5.0,6
Fang,James Patterson,1998,5.0,101
Small island,Andrea Levy,2004,5.0,1
School's Out Forever,James Patterson,2006,5.0,101
Mack Bolan,Don Pendleton,1981,5.0,2
Penmarric,Susan Howatch,1971,4.0,1
Tuareg,Alberto Vázquez-Figueroa,1981,4.0,1
Uncanny!,Paul Jennings,1988,5.0,2
The Wind Singer Book one in the Wind on Fire Trilogy,William Nicholson,2000,5.0,1
"""Doc."" Gordon",Mary Eleanor Wilkins Freeman,1906,5.0,6
"PS, I Love You",Cecelia Ahern,2004,5.0,1
Katie Mulholland,Catherine Cookson,1967,5.0,7
Lake News,Barbara Delinsky,1999,5.0,1
Wildcard,Marie Lu,2018,4.0,3
The Tattooist of Auschwitz,Heather Morris,2018,5.0,1
The 17th Suspect,James Patterson,2018,4.0,101
Allan and the Holy Flower,H. Rider Haggard,1915,5.0,14
Sign of the Unicorn,Roger Zelazny,1975,4.0,10
Meet Mr. Mulliner,P. G. Wodehouse,1900,5.0,32
Pete's a Pizza,William Steig,1998,5.0,9
Dear nobody,Berlie Doherty,1991,5.0,1
The Swirling Hijaab,Na'ima Bint Robert,2002,5.0,1
Cornelli,Johanna Spyri,1920,5.0,2
Light Freights,W. W. Jacobs,1901,5.0,2
Ungifted,Gordon Korman,2012,5.0,3
"All Together Dead (Southern Vampire Mysteries, Book 7)",Charlaine Harris,2007,5.0,15
The Calling of the Grave,Simon Beckett,2010,4.0,3
Lethal,Sandra Brown,2011,5.0,43
Answer as a man,Taylor Caldwell,1980,5.0,1
Detective,Arthur Hailey,1997,5.0,9
Dr. No [James Bond (Original Series) #6],Ian Fleming,1958,4.0,3
Die linkhändige Frau,Peter Handke,1976,5.0,2
Magician's Apprentice,Raymond E. Feist,1986,5.0,8
Quartet in Autumn,Barbara Pym,1977,5.0,4
Push,Sapphire,1996,4.0,1
Montana,Debbie Macomber,1997,5.0,11
Changing planes,Ursula K. Le Guin,2003,4.0,15
2312,Kim Stanley Robinson,2012,4.0,4
Night of the Living Dummy III,Robert Lawrence Stine,1995,5.0,33
Hanazakari no Kimitach he,中条 比紗也,2004,5.0,1
The stars look down,A. J. Cronin,1935,4.0,5
Lessons in Chemistry,Bonnie Garmus,2022,5.0,1
The Woman in the Window: A Novel,A. J. Finn,2017,4.0,1
Back Spin,Harlan Coben,1997,4.0,16
Brainwave,Poul Anderson,1954,5.0,4
Kill Me If You Can,James Patterson,2011,4.0,101
Last chance saloon,Marian Keyes,1999,5.0,5
Silverhill,Phyllis A. Whitney,1966,5.0,13
Shock for the Secret Seven,Enid Blyton,1961,4.0,38
The Wicked Day,Mary Stewart,1983,5.0,16
Kipper,Mick Inkpen,1991,5.0,1
Bring the Jubilee,Ward Moore,1953,5.0,1
Noughts & Crosses,Malorie Blackman,1998,4.0,1
Paradise Valley,Robyn Carr,2009,5.0,5
One fine day,Nonny Hogrogian,1971,4.0,1
Nackt unter Wölfen,Bruno Apitz,1958,5.0,1
The small back room,Nigel Balchin,1943,5.0,1
K-Pax,Gene Brewer,1995,4.0,1
A Lesson Before Dying,Ernest J. Gaines,1993,4.0,3
Mightier than the Sword,Jeffrey Archer,2015,4.0,24
Pinky Pye,Eleanor Estes,1958,4.0,4
Sorgenfri,Jo Nesbø,2003,4.0,1
The Echo Maker,Richard Powers,2006,4.0,2
El laberinto de los espíritus,Carlos Ruiz Zafón,2016,4.0,8
Strangers in paradise,Terry Moore,1996,5.0,1
Camber of Culdi,Katherine Kurtz,1976,5.0,4
The ABC bunny,Wanda Gág,1933,4.0,2
Piglet is Entirely Surrounded by Water,A. A. Milne,1976,5.0,10
Luke Baldwin's vow,Morley Callaghan,1948,4.0,1
Banner in the Sky,James Ramsey Ullman,1954,5.0,1
Me and Earl and the Dying Girl,Jesse Andrews,2012,4.0,1
The Mysterious Rider,Zane Grey,1921,4.0,8
Earthly Powers,Anthony Burgess,1980,5.0,5
A Court of Frost and Starlight,Sarah J. Maas,2014,4.0,11
Lila,Marilynne Robinson,2014,5.0,4
Water music,T. Coraghessan Boyle,1981,4.0,2
Bullet Park,John Cheever,1969,5.0,1
The case of the baited hook,Erle Stanley Gardner,1940,5.0,9
16th Seduction,James Patterson,2017,4.0,101
The time keeper,Mitch Albom,2011,5.0,5
Other Paths to Glory,Anthony Price,1945,5.0,1
Amigo Para Dragon/Friend for a Dragon,Dav Pilkey,1991,4.0,22
Zakhar Berkut,Іван Франко,1902,5.0,1
A Parody Outline of History,Donald Ogden Stewart,1921,5.0,1
Blonde,Joyce Carol Oates,2000,5.0,1
Die Therapie,Sebastian Fitzek,2006,4.0,1
The Firework-maker's Daughter,Philip Pullman,1995,5.0,13
Making History (Airport Ed),Stephen Fry,1996,5.0,2
Cross My heart,James Patterson,2013,5.0,101
Jingo Django,Sid Fleischman,1971,5.0,3
Seedfolks,Paul Fleischman,1997,5.0,1
Masumiyet müzesi,Orhan Pamuk,2008,4.0,6
The Calcutta chromosome,Amitav Ghosh,1924,5.0,4
Freedom's challenge,Anne McCaffrey,1998,5.0,25
Freedom's Choice,Anne McCaffrey,1997,5.0,25
Morning Star,H. Rider Haggard,1910,4.0,14
The Joys of Motherhood,B. Emecheta,1979,5.0,1
My friend Flicka,Mary O'Hara,1941,4.0,1
Damia,Anne McCaffrey,1992,5.0,25
Broken,Megan Hart,2007,5.0,1
Franklin Has a Sleepover,Paulette Bourgeois,1996,5.0,14
Hungry Hearts,Anzia Yezierska,1920,5.0,1
Funeral games,Mary Renault,1981,4.0,6
"Miss Marple, the complete short stories",Agatha Christie,1985,5.0,85
Portrait of the Artist as a Young Dog,Dylan Thomas,1940,4.0,2
Madeline and the bad hat,Ludwig Bemelmans,1956,5.0,5
Another dawn,Sandra Brown,1985,5.0,43
Encyclopedia Brown Finds the Clues,Donald J. Sobol,1966,4.0,3
Genesis,Bernard Beckett,2006,5.0,1
The Right Attitude to Rain,Alexander McCall Smith,2006,4.0,13
Romancing Mister Bridgerton,Julia Quinn,2002,5.0,4
The Foot Book,Dr. Seuss,1968,5.0,16
The Message,Katherine Applegate,1996,5.0,9
Camilla (Camilla #1),Madeleine L'Engle,1951,5.0,7
Asesino Real,Robin Hobb,1996,5.0,3
The Game-players of Titan,Philip K. Dick,1963,4.0,18
Salvation in Death,Nora Roberts,2008,4.0,89
George and the Big Bang,Lucy Hawking,2010,5.0,2
Il Segreto Della Famiglia Tenebrax,Elisabetta Dami,2002,5.0,33
Seduction in Death,Nora Roberts,2001,5.0,89
Ricky Ricotta's Mighty Robot #4 Vs. The Mecha-monkeys From Mars,Dav Pilkey,2002,5.0,22
Riding the Rap,Elmore Leonard,1995,4.0,19
Robert Ludlum's The arctic event,James H. Cobb,2007,5.0,1
The scarecrow and his servant,Philip Pullman,2004,5.0,13
The Zero Game,Brad Meltzer,2004,5.0,3
Wild Strawberries,Angela Mackail Thirkell,1934,4.0,1
"Beautiful World, Where Are You",Sally Rooney,2021,4.0,2
Madicken,Astrid Lindgren,1962,5.0,9
The Moves Make the Man,Bruce Brooks,1984,5.0,1
Wild Cards (Volume 1),George R. R. Martin,1986,4.0,10
The witches of Eastwick,John Updike,1984,5.0,5
Choo Choo,Virginia Lee Burton,1937,5.0,4
The Absolutely True Diary of a Part-Time Indian,Sherman Alexie,2007,4.0,1
The First Deadly Sin,Lawrence Sanders,1973,5.0,1
The Death of Grass,John Christopher,1956,4.0,1
The secret of the Indian,Lynne Reid Banks,1989,4.0,4
The 500,Matthew Quirk,2001,4.0,1
Children of Blood and Bone,Tomi Adeyemi,2017,5.0,1
Stink Solar System Superhero,Megan McDonald,2009,5.0,12
"Papa, please get the moon for me",Eric Carle,1986,5.0,16
Little Big Man,Thomas Berger,1964,5.0,1
Before they are hanged,Joe Abercrombie,2007,5.0,3
The Ghost Belonged to Me,Richard Peck,1975,4.0,2
The Gift,James Patterson,1998,5.0,101
The art of deception,Ridley Pearson,2002,4.0,1
Snakehead,Anthony Horowitz,2007,5.0,7
Hellstrom's Hive,Frank Herbert,1973,4.0,11
Der Funke Leben,Erich Maria Remarque,1947,5.0,11
Calamity,Brandon Sanderson,2016,5.0,13
The Sparrow,Mary Doria Russell,1996,4.0,1
Angelina's Christmas,Katharine Holabird,1985,4.0,4
Olive's ocean,Kevin Henkes,2001,5.0,7
Maigret hésite,Georges Simenon,1968,4.0,45
Maigret se trompe,Georges Simenon,1953,4.0,45
Maigret et les braves gens,Georges Simenon,1962,4.0,45
Seven Up,Janet Evanovich,2001,4.0,10
