rank,rank_last_week,weeks_on_list,asterisk,dagger,primary_isbn10,primary_isbn13,publisher,description,price,title,author,contributor,contributor_note,book_image,book_image_width,book_image_height,amazon_product_url,age_group,book_review_link,first_chapter_link,sunday_review_link,article_chapter_link,isbns,buy_links,book_uri
7,1,2,0,0,1250278228,9781250278227,St. Martin's,The 54th book of the In Death series. Eve Dallas investigates a homicide and the disappearance of other women who resemble that victim.,0.00,ABANDONED IN DEATH,J.D. Robb,by J.D. Robb,,https://storage.googleapis.com/du-prd/books/images/9781250278210.jpg,338,500,https://www.amazon.com/dp/125027821X?tag=thenewyorktim-20,,,,,,"[{'isbn10': '125027821X', 'isbn13': '9781250278210'}, {'isbn10': '1250278228', 'isbn13': '9781250278227'}, {'isbn10': '1250835488', 'isbn13': '9781250835482'}, {'isbn10': '1432895354', 'isbn13': '9781432895358'}, {'isbn10': '1250846951', 'isbn13': '9781250846952'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/125027821X?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781250278227?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781250278227'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FABANDONED%2BIN%2BDEATH%2FJ.D.%2BRobb%2F9781250278227'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781250278227'}]",nyt://book/f71ce0f4-df9b-583b-9584-92dbe2d86f13
8,0,3,0,0,1635577020,9781635577020,Bloomsbury,Passion arises between Bryce Quinlan and Hunt Athalar as they seek to avenge the deaths of Bryce’s friends.,0.00,HOUSE OF EARTH AND BLOOD,Sarah J. Maas,by Sarah J. Maas,,https://storage.googleapis.com/du-prd/books/images/9781635574043.jpg,329,500,https://www.amazon.com/dp/1635574048?tag=thenewyorktim-20,,,,,,"[{'isbn10': '1635574048', 'isbn13': '9781635574043'}, {'isbn10': '1635577020', 'isbn13': '9781635577020'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1635574048?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781635577020?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781635577020'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FHOUSE%2BOF%2BEARTH%2BAND%2BBLOOD%2FSarah%2BJ.%2BMaas%2F9781635577020'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781635577020'}]",nyt://book/c21e5586-3a27-57ef-a7e1-3aa411dbc479
9,11,20,0,0,0735222355,9780735222359,Viking,Two friends who escaped from a juvenile work farm take Emmett Watson on an unexpected journey to New York City in 1954.,0.00,THE LINCOLN HIGHWAY,Amor Towles,by Amor Towles,,https://storage.googleapis.com/du-prd/books/images/9780735222359.jpg,331,500,https://www.amazon.com/dp/0735222355?tag=thenewyorktim-20,,,,,,"[{'isbn10': '0735222355', 'isbn13': '9780735222359'}, {'isbn10': '0735222371', 'isbn13': '9780735222373'}, {'isbn10': '0593452100', 'isbn13': '9780593452103'}, {'isbn10': '0593452097', 'isbn13': '9780593452097'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0735222355?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780735222359?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780735222359'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BLINCOLN%2BHIGHWAY%2FAmor%2BTowles%2F9780735222359'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780735222359'}]",nyt://book/43839b1f-c8cc-5ef4-8893-bd85582906a4
10,10,7,0,0,0593356160,9780593356166,Ballantine,"When a wealthy man is found dead in his room, a maid at the Regency Grand Hotel becomes a lead suspect.",0.00,THE MAID,Nita Prose,by Nita Prose,,https://storage.googleapis.com/du-prd/books/images/9780593356159.jpg,329,500,https://www.amazon.com/dp/0593356152?tag=thenewyorktim-20,,,,,,"[{'isbn10': '0593356152', 'isbn13': '9780593356159'}, {'isbn10': '0593356160', 'isbn13': '9780593356166'}, {'isbn10': '0593452682', 'isbn13': '9780593452684'}, {'isbn10': '0593510844', 'isbn13': '9780593510841'}, {'isbn10': '0593356179', 'isbn13': '9780593356173'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0593356152?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780593356166?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780593356166'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BMAID%2FNita%2BProse%2F9780593356166'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780593356166'}]",nyt://book/81594323-4ccf-5cbf-b937-fe0330293a68
11,6,8,0,0,1476753180,9781476753188,Atria,"Tate Collins and Miles Archer, an airline pilot, think they can handle a no strings attached arrangement. But they can't.",0.00,UGLY LOVE,Colleen Hoover,by Colleen Hoover,,https://storage.googleapis.com/du-prd/books/images/9781476753195.jpg,128,198,http://www.amazon.com/Ugly-Love-Novel-Colleen-Hoover-ebook/dp/B00HB62MC0?tag=thenewyorktim-20,,,,,,"[{'isbn10': '1476753180', 'isbn13': '9781476753188'}, {'isbn10': '1471136736', 'isbn13': '9781471136733'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/Ugly-Love-Novel-Colleen-Hoover-ebook/dp/B00HB62MC0?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781476753188?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781476753188'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FUGLY%2BLOVE%2FColleen%2BHoover%2F9781476753188'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781476753188'}]",nyt://book/08464a1b-cfd4-5d1b-8898-e206fb95deeb
12,7,14,0,0,0593336828,9780593336823,Berkley,A young professor agrees to pretend to be a third-year Ph.D. candidate’s boyfriend.,0.00,THE LOVE HYPOTHESIS,Ali Hazelwood,by Ali Hazelwood,,https://storage.googleapis.com/du-prd/books/images/9780593336823.jpg,333,500,https://www.amazon.com/dp/0593336828?tag=thenewyorktim-20,,,,,,"[{'isbn10': '0593336828', 'isbn13': '9780593336823'}, {'isbn10': '0593336836', 'isbn13': '9780593336830'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0593336828?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780593336823?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780593336823'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BLOVE%2BHYPOTHESIS%2FAli%2BHazelwood%2F9780593336823'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780593336823'}]",nyt://book/8dcf02f0-c291-571b-ad6b-413b5279252b
13,9,55,0,0,0525559477,9780525559474,Viking,Nora Seed finds a library beyond the edge of the universe that contains books with multiple possibilities of the lives one could have lived.,0.00,THE MIDNIGHT LIBRARY,Matt Haig,by Matt Haig,,https://storage.googleapis.com/du-prd/books/images/9780525559474.jpg,331,500,https://www.amazon.com/dp/0525559477?tag=thenewyorktim-20,,,,,,"[{'isbn10': '0525559477', 'isbn13': '9780525559474'}, {'isbn10': '0525559485', 'isbn13': '9780525559481'}, {'isbn10': '0655697071', 'isbn13': '9780655697077'}, {'isbn10': '0525559493', 'isbn13': '9780525559498'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0525559477?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780525559474?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780525559474'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BMIDNIGHT%2BLIBRARY%2FMatt%2BHaig%2F9780525559474'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780525559474'}]",nyt://book/60d0ee2d-3d05-50c9-a484-050d17a2308e
14,0,2,0,0,1250274613,9781250274618,St. Martin's,Miss Nan O’Dea becomes the mistress of Agatha Christie’s husband.,0.00,THE CHRISTIE AFFAIR,Nina de Gramont,by Nina de Gramont,,https://storage.googleapis.com/du-prd/books/images/9781250274618.jpg,329,500,https://www.amazon.com/dp/1250274613?tag=thenewyorktim-20,,,,,,"[{'isbn10': '1250274613', 'isbn13': '9781250274618'}, {'isbn10': '1250274621', 'isbn13': '9781250274625'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1250274613?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781250274618?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781250274618'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BCHRISTIE%2BAFFAIR%2FNina%2Bde%2BGramont%2F9781250274618'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781250274618'}]",nyt://book/80db233d-c217-5c4f-abde-bfb3f2076dac
15,14,35,0,0,1501171348,9781501171345,Simon & Schuster,Hannah Hall discovers truths about her missing husband and bonds with his daughter from a previous relationship.,0.00,THE LAST THING HE TOLD ME,Laura Dave,by Laura Dave,,https://storage.googleapis.com/du-prd/books/images/9781501171345.jpg,331,500,https://www.amazon.com/dp/1501171348?tag=thenewyorktim-20,,,,,,"[{'isbn10': '1501171348', 'isbn13': '9781501171345'}, {'isbn10': '1501171364', 'isbn13': '9781501171369'}, {'isbn10': '1797124749', 'isbn13': '9781797124742'}, {'isbn10': '1638080992', 'isbn13': '9781638080992'}, {'isbn10': '1501171356', 'isbn13': '9781501171352'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1501171348?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781501171345?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781501171345'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BLAST%2BTHING%2BHE%2BTOLD%2BME%2FLaura%2BDave%2F9781501171345'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781501171345'}]",nyt://book/b38ae769-e873-5272-bb5a-c58a35162db1
1,3,18,0,0,1668001225,9781668001226,Atria,"In the sequel to “It Ends With Us,” Lily deals with her jealous ex-husband as she reconnects with her first boyfriend.",0.00,IT STARTS WITH US,Colleen Hoover,by Colleen Hoover,,https://storage.googleapis.com/du-prd/books/images/9781668001226.jpg,322,500,https://www.amazon.com/dp/1668001225?tag=thenewyorktim-20,,,,,,"[{'isbn10': '1668001225', 'isbn13': '9781668001226'}, {'isbn10': '1668001233', 'isbn13': '9781668001233'}, {'isbn10': '179714510X', 'isbn13': '9781797145105'}, {'isbn10': '1668021056', 'isbn13': '9781668021057'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1668001225?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781668001226?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781668001226'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FIT%2BSTARTS%2BWITH%2BUS%2FColleen%2BHoover%2F9781668001226'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781668001226'}]",nyt://book/3aa85e47-4df9-53ef-9957-a77753d3502c
2,2,88,0,0,1501110365,9781501110368,Atria,A battered wife raised in a violent home attempts to halt the cycle of abuse.,0.00,IT ENDS WITH US,Colleen Hoover,by Colleen Hoover,,https://storage.googleapis.com/du-prd/books/images/9781501110375.jpg,319,495,http://www.amazon.com/Ends-Us-Novel-Colleen-Hoover-ebook/dp/B0176M3U10?tag=thenewyorktim-20,,,,,,"[{'isbn10': '1501110365', 'isbn13': '9781501110368'}, {'isbn10': '1501110373', 'isbn13': '9781501110375'}, {'isbn10': '1982143657', 'isbn13': '9781982143657'}, {'isbn10': '1508212694', 'isbn13': '9781508212690'}, {'isbn10': '1797107453', 'isbn13': '9781797107455'}, {'isbn10': '1804228206', 'isbn13': '9781804228203'}, {'isbn10': '1432899791', 'isbn13': '9781432899790'}, {'isbn10': '1668021048', 'isbn13': '9781668021040'}, {'isbn10': '1471156273', 'isbn13': '9781471156274'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/Ends-Us-Novel-Colleen-Hoover-ebook/dp/B0176M3U10?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781501110368?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781501110368'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FIT%2BENDS%2BWITH%2BUS%2FColleen%2BHoover%2F9781501110368'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781501110368'}]",nyt://book/e2a3545e-e9cb-5828-9d97-50a798a0e4f6
3,4,3,0,0,1668021919,9781668021910,Atria,"After an unexpected death prevents her from going to Penn State and and forces her to move in with her absent father, Beyah Grim has a summer fling with the rich guy next door.",0.00,HEART BONES,Colleen Hoover,by Colleen Hoover,,https://storage.googleapis.com/du-prd/books/images/9781668021910.jpg,321,500,https://www.amazon.com/dp/1668021919?tag=thenewyorktim-20,,,,,,"[{'isbn10': '1668021919', 'isbn13': '9781668021910'}, {'isbn10': '1668021927', 'isbn13': '9781668021927'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1668021919?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781668021910?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781668021910'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FHEART%2BBONES%2FColleen%2BHoover%2F9781668021910'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781668021910'}]",nyt://book/ba793030-cbf3-500c-bf8c-34302c36cc86
4,5,15,0,0,038554734X,9780385547345,Doubleday,A scientist and single mother living in California in the 1960s becomes a star on a TV cooking show.,0.00,LESSONS IN CHEMISTRY,Bonnie Garmus,by Bonnie Garmus,,https://storage.googleapis.com/du-prd/books/images/9780385547345.jpg,328,500,https://www.amazon.com/dp/038554734X?tag=thenewyorktim-20,,,,,,"[{'isbn10': '038554734X', 'isbn13': '9780385547345'}, {'isbn10': '0593507533', 'isbn13': '9780593507537'}, {'isbn10': '0385547374', 'isbn13': '9780385547376'}, {'isbn10': '0593862406', 'isbn13': '9780593862407'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/038554734X?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780385547345?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780385547345'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FLESSONS%2BIN%2BCHEMISTRY%2FBonnie%2BGarmus%2F9780385547345'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780385547345'}]",nyt://book/717e0ead-9782-567d-af27-d9a6cfb1856f
5,8,63,0,0,1538724731,9781538724736,Grand Central,Lowen Ashleigh is hired by the husband of an injured writer to complete her popular series and uncovers a horrifying truth.,0.00,VERITY,Colleen Hoover,by Colleen Hoover,,https://storage.googleapis.com/du-prd/books/images/9781791392796.jpg,324,500,https://www.amazon.com/dp/1791392792?tag=thenewyorktim-20,,,,,,"[{'isbn10': '1791392792', 'isbn13': '9781791392796'}, {'isbn10': '153872474X', 'isbn13': '9781538724743'}, {'isbn10': '1538724731', 'isbn13': '9781538724736'}, {'isbn10': '1538739720', 'isbn13': '9781538739723'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1791392792?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781538724736?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781538724736'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FVERITY%2FColleen%2BHoover%2F9781538724736'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781538724736'}]",nyt://book/013c7729-a1de-5e5c-921a-da43243f9a4a
6,9,85,0,0,1501161938,9781501161933,Washington Square/Atria,A movie icon recounts stories of her loves and career to a struggling magazine writer.,0.00,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,by Taylor Jenkins Reid,,https://storage.googleapis.com/du-prd/books/images/9781501161933.jpg,315,500,https://www.amazon.com/dp/1501161938?tag=thenewyorktim-20,,,,,,"[{'isbn10': '1501161938', 'isbn13': '9781501161933'}, {'isbn10': '150113924X', 'isbn13': '9781501139246'}, {'isbn10': '1501139231', 'isbn13': '9781501139239'}, {'isbn10': '1797106325', 'isbn13': '9781797106328'}, {'isbn10': '1668081784', 'isbn13': '9781668081785'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1501161938?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781501161933?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781501161933'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BSEVEN%2BHUSBANDS%2BOF%2BEVELYN%2BHUGO%2FTaylor%2BJenkins%2BReid%2F9781501161933'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781501161933'}]",nyt://book/d9511fac-ee44-5a87-9af7-2cd6a6f8f984
7,10,58,0,0,1476753180,9781476753188,Atria,"Tate Collins and Miles Archer, an airline pilot, think they can handle a no strings attached arrangement. But they can't.",0.00,UGLY LOVE,Colleen Hoover,by Colleen Hoover,,https://storage.googleapis.com/du-prd/books/images/9781476753195.jpg,128,198,http://www.amazon.com/Ugly-Love-Novel-Colleen-Hoover-ebook/dp/B00HB62MC0?tag=thenewyorktim-20,,,,,,"[{'isbn10': '1476753180', 'isbn13': '9781476753188'}, {'isbn10': '1471136736', 'isbn13': '9781471136733'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/Ugly-Love-Novel-Colleen-Hoover-ebook/dp/B00HB62MC0?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781476753188?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781476753188'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FUGLY%2BLOVE%2FColleen%2BHoover%2F9781476753188'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781476753188'}]",nyt://book/08464a1b-cfd4-5d1b-8898-e206fb95deeb
8,0,7,0,0,1524798649,9781524798642,Ballantine,A fictional oral history charting the rise and fall of a ’70s rock ’n’ roll band.,0.00,DAISY JONES & THE SIX,Taylor Jenkins Reid,by Taylor Jenkins Reid,,https://storage.googleapis.com/du-prd/books/images/9781524798628.jpg,325,495,https://www.amazon.com/Daisy-Jones-Taylor-Jenkins-Reid/dp/1524798622?tag=thenewyorktim-20,,https://www.nytimes.com/2019/03/04/books/review/daisy-jones-six-taylor-jenkins-reid.html,,,,"[{'isbn10': '1524798622', 'isbn13': '9781524798628'}, {'isbn10': '1524798630', 'isbn13': '9781524798635'}, {'isbn10': '1984892258', 'isbn13': '9781984892256'}, {'isbn10': '1984845292', 'isbn13': '9781984845290'}, {'isbn10': '1524798649', 'isbn13': '9781524798642'}, {'isbn10': '0593598423', 'isbn13': '9780593598429'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Daisy-Jones-Taylor-Jenkins-Reid/dp/1524798622?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781524798642?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781524798642'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FDAISY%2BJONES%2B%2526%2BTHE%2BSIX%2FTaylor%2BJenkins%2BReid%2F9781524798642'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781524798642'}]",nyt://book/148f3f21-9a28-583a-bbce-5f7d9f6e65bd
9,14,10,0,0,0593321200,9780593321201,Knopf,Two friends find their partnership challenged in the world of video game design.,0.00,"TOMORROW, AND TOMORROW, AND TOMORROW",Gabrielle Zevin,by Gabrielle Zevin,,https://storage.googleapis.com/du-prd/books/images/9780593321201.jpg,329,500,https://www.amazon.com/dp/0593321200?tag=thenewyorktim-20,,,,,,"[{'isbn10': '0593321200', 'isbn13': '9780593321201'}, {'isbn10': '0593321219', 'isbn13': '9780593321218'}, {'isbn10': '0593591631', 'isbn13': '9780593591635'}, {'isbn10': '0593466497', 'isbn13': '9780593466490'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0593321200?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780593321201?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780593321201'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTOMORROW%252C%2BAND%2BTOMORROW%252C%2BAND%2BTOMORROW%2FGabrielle%2BZevin%2F9780593321201'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780593321201'}]",nyt://book/bc07e3e3-e917-50bb-9439-70118335f40c
10,6,2,0,0,1984879294,9781984879295,Pamela Dorman,Drastic changes and a pair of six-inch high Christian Louboutin red crocodile shoes shake up the lives of two women.,0.00,SOMEONE ELSE'S SHOES,Jojo Moyes,by Jojo Moyes,,https://storage.googleapis.com/du-prd/books/images/9781984879295.jpg,331,500,https://www.amazon.com/dp/1984879294?tag=thenewyorktim-20,,,,,,"[{'isbn10': '1984879294', 'isbn13': '9781984879295'}, {'isbn10': '1984879308', 'isbn13': '9781984879301'}, {'isbn10': '0593670574', 'isbn13': '9780593670576'}, {'isbn10': '0593670566', 'isbn13': '9780593670569'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1984879294?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781984879295?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781984879295'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FSOMEONE%2BELSE%2527S%2BSHOES%2FJojo%2BMoyes%2F9781984879295'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781984879295'}]",nyt://book/f36f1a26-ed5f-58c3-abd2-ed2fc9082ee6
